,CustomerID,LTDValue,PurchaseFrequency,MostRecentPurchase,PurchaseRecencyDays
2721,16056.0,664.85,1,2011-10-25 15:19:00,44
2722,16057.0,2263.12,7,2011-11-23 15:23:00,15
2723,16059.0,1459.8600000000001,6,2011-10-05 09:56:00,65
2724,16062.0,1153.62,4,2011-11-30 12:15:00,9
2725,16063.0,335.32,1,2011-03-24 14:56:00,259
2726,16065.0,372.09,1,2010-12-09 13:03:00,364
2727,16066.0,1521.87,5,2011-11-23 11:54:00,16
2728,16070.0,852.15,2,2011-11-17 15:50:00,21
2729,16071.0,326.24,1,2011-10-26 11:14:00,44
2730,16072.0,584.3199999999999,1,2011-02-24 14:32:00,287
2731,16073.0,122.39999999999999,1,2011-02-15 15:41:00,296
2732,16076.0,2234.73,10,2011-12-06 14:59:00,2
2733,16078.0,79.2,1,2011-03-01 09:47:00,283
2734,16079.0,1352.0,3,2011-11-23 12:48:00,16
2735,16080.0,217.16,2,2011-09-19 10:42:00,81
2736,16081.0,2806.9,5,2011-10-14 13:06:00,55
2737,16083.0,1317.62,2,2011-08-31 10:47:00,100
2738,16084.0,436.18,1,2011-02-13 16:05:00,298
2739,16085.0,981.51,5,2011-11-16 13:24:00,22
2740,16086.0,1121.39,5,2011-10-11 13:09:00,58
2741,16091.0,315.06,2,2011-07-08 08:45:00,154
2742,16092.0,817.86,3,2011-08-17 10:46:00,114
2743,16093.0,17.0,1,2011-08-25 11:09:00,106
2744,16094.0,1078.23,4,2011-11-28 12:45:00,11
2745,16096.0,320.62,1,2011-03-20 13:38:00,263
2746,16097.0,185.04999999999998,1,2011-04-13 13:47:00,239
2747,16098.0,2005.63,7,2011-09-13 09:59:00,87
2748,16099.0,731.9,3,2011-10-20 13:13:00,49
2749,16101.0,1290.7,1,2011-09-30 10:18:00,70
2750,16102.0,1842.14,3,2011-10-28 13:19:00,41
2751,16103.0,1429.64,6,2011-12-02 14:16:00,6
2752,16104.0,302.36,1,2011-10-09 10:23:00,61
2753,16105.0,336.96,1,2011-04-05 10:13:00,248
2754,16106.0,108.38,1,2011-10-05 10:37:00,65
2755,16107.0,3204.1600000000003,7,2011-11-22 09:40:00,17
2756,16108.0,842.5,1,2011-09-16 11:48:00,84
2757,16109.0,611.88,2,2011-05-05 09:17:00,218
2758,16110.0,1337.48,3,2011-10-25 14:35:00,44
2759,16112.0,195.73999999999998,4,2011-07-19 14:28:00,142
2760,16113.0,161.38,1,2011-06-09 16:16:00,182
2761,16114.0,135.75000000000003,1,2011-06-22 10:13:00,170
2762,16115.0,1667.97,8,2011-11-30 11:32:00,9
2763,16116.0,612.78,1,2011-05-12 12:01:00,211
2764,16117.0,232.21,1,2011-06-03 11:42:00,189
2765,16119.0,423.36,2,2011-12-01 15:11:00,7
2766,16120.0,1309.14,4,2011-10-11 14:22:00,58
2767,16121.0,867.11,2,2011-10-13 12:59:00,56
2768,16122.0,684.4200000000001,4,2011-09-27 15:34:00,72
2769,16123.0,307.78,1,2011-10-19 09:18:00,51
2770,16124.0,249.0,1,2011-01-26 14:45:00,316
2771,16125.0,289.35,1,2010-12-07 15:48:00,366
2773,16127.0,656.25,1,2011-10-31 13:58:00,38
2774,16128.0,1880.22,5,2011-11-22 11:14:00,17
2775,16131.0,3506.54,6,2011-10-19 11:53:00,51
2777,16134.0,618.09,2,2011-11-18 10:05:00,21
2778,16135.0,517.55,1,2011-03-22 12:30:00,262
2779,16136.0,709.38,3,2011-10-11 09:10:00,59
2780,16139.0,635.41,3,2011-11-21 08:37:00,18
2781,16140.0,725.18,2,2011-10-05 12:15:00,65
2782,16141.0,620.4,1,2011-09-12 13:11:00,87
2783,16142.0,535.34,1,2011-04-04 10:16:00,249
2784,16143.0,2424.94,6,2011-12-06 14:13:00,2
2785,16144.0,175.2,1,2011-04-07 10:09:00,246
2787,16146.0,734.13,3,2011-07-05 14:20:00,156
2788,16147.0,375.0,1,2011-07-29 09:57:00,133
2789,16148.0,76.32000000000001,1,2011-02-16 14:01:00,295
2790,16149.0,280.52,2,2011-12-05 11:29:00,4
2791,16150.0,2053.02,5,2011-10-28 12:39:00,42
2792,16152.0,1829.04,1,2011-03-16 09:47:00,268
2793,16153.0,1824.23,5,2011-10-21 10:50:00,49
2794,16156.0,3122.04,9,2011-12-01 12:42:00,8
2795,16157.0,656.69,3,2011-11-24 11:41:00,15
2796,16159.0,348.2,1,2011-03-03 12:27:00,281
2797,16160.0,1025.44,2,2011-10-05 14:19:00,64
2799,16162.0,37.4,1,2011-04-01 15:03:00,251
2800,16163.0,856.6,2,2011-04-21 15:15:00,231
2801,16164.0,822.48,3,2011-11-22 15:04:00,16
2803,16169.0,1822.97,4,2011-12-01 15:28:00,7
2804,16170.0,1885.05,6,2011-10-20 08:21:00,50
2805,16171.0,73.2,1,2011-10-11 14:51:00,58
2806,16172.0,1140.21,5,2011-09-05 13:22:00,94
2807,16173.0,1418.32,6,2011-11-24 10:53:00,15
2808,16174.0,1009.5500000000001,3,2011-08-05 13:26:00,125
2809,16175.0,1037.59,4,2011-09-06 14:32:00,93
2810,16177.0,331.95,1,2011-10-20 12:57:00,49
2811,16178.0,197.9,1,2011-07-24 16:05:00,137
2812,16179.0,215.83,1,2011-10-10 09:41:00,60
2814,16181.0,305.54,1,2011-09-27 13:38:00,72
2816,16183.0,338.71000000000004,1,2011-10-03 14:59:00,66
2817,16184.0,1158.79,6,2011-10-06 17:43:00,63
2818,16185.0,529.41,2,2011-11-23 09:41:00,16
2821,16188.0,981.86,4,2011-10-26 12:19:00,44
2822,16189.0,215.48,2,2011-11-24 11:47:00,15
2823,16190.0,215.08,1,2011-10-30 15:59:00,39
2825,16193.0,314.45,1,2011-04-17 11:45:00,236
2826,16198.0,400.68,1,2011-09-25 14:58:00,74
2827,16200.0,1080.6200000000001,2,2011-12-05 14:40:00,3
2828,16201.0,1863.47,4,2011-12-06 16:02:00,2
2829,16202.0,365.27,1,2010-12-14 10:43:00,360
2830,16203.0,592.9,4,2011-10-12 12:31:00,58
2831,16204.0,405.71,1,2011-11-16 13:40:00,22
2832,16205.0,761.38,4,2011-11-09 09:32:00,30
2833,16206.0,537.0600000000001,4,2011-10-16 10:41:00,54
2834,16207.0,394.38,1,2011-11-14 13:51:00,24
2835,16208.0,664.26,2,2011-10-26 11:36:00,44
2836,16209.0,2262.62,5,2011-09-12 11:58:00,88
2838,16211.0,547.02,1,2011-09-12 12:11:00,88
2839,16212.0,690.34,2,2011-11-20 13:00:00,18
2840,16213.0,159.0,1,2011-09-22 10:03:00,78
2841,16214.0,1062.75,3,2011-06-22 11:30:00,170
2842,16215.0,242.35,1,2011-09-20 10:18:00,80
2843,16216.0,914.9300000000001,1,2011-03-17 15:34:00,266
2844,16217.0,304.25,2,2011-04-18 13:31:00,234
2845,16218.0,3084.68,7,2011-11-10 09:59:00,29
2846,16221.0,864.86,3,2011-11-03 11:43:00,36
2847,16222.0,846.72,1,2011-01-25 13:38:00,317
2848,16224.0,1295.3,4,2011-10-13 17:51:00,56
2849,16225.0,1096.32,5,2011-10-26 08:30:00,44
2850,16226.0,255.12,3,2011-05-20 14:41:00,202
2851,16227.0,314.22,1,2011-04-28 13:33:00,224
2852,16229.0,1010.6,2,2011-09-13 17:16:00,86
2853,16230.0,542.03,2,2011-06-03 10:06:00,189
2854,16232.0,990.88,4,2011-10-27 12:16:00,43
2855,16233.0,536.6800000000001,3,2011-09-29 17:27:00,70
2856,16235.0,857.31,4,2011-10-30 10:56:00,40
2857,16236.0,432.2,1,2011-09-22 14:10:00,77
2858,16239.0,414.2,2,2011-10-14 08:29:00,56
2861,16242.0,3603.21,7,2011-12-01 15:12:00,7
2862,16243.0,409.1,2,2011-11-06 12:32:00,33
2863,16244.0,1522.75,2,2011-05-12 10:18:00,211
2864,16245.0,1413.66,3,2011-11-16 10:14:00,23
2865,16247.0,114.56,1,2011-06-22 14:23:00,169
2866,16248.0,152.94,1,2011-10-09 11:32:00,61
2867,16249.0,1800.07,5,2011-10-18 10:07:00,52
2868,16250.0,389.44,2,2011-03-23 15:07:00,260
2870,16255.0,2619.91,8,2011-11-23 12:40:00,16
2871,16256.0,752.4300000000001,1,2011-03-18 12:18:00,266
2872,16257.0,21.95,1,2011-06-16 10:11:00,176
2874,16260.0,1035.45,1,2011-10-20 09:40:00,50
2875,16261.0,746.83,4,2011-11-22 17:23:00,16
2877,16266.0,861.89,7,2011-09-27 12:08:00,73
2878,16268.0,617.65,2,2011-09-29 18:30:00,70
2879,16270.0,1141.24,1,2010-12-21 14:26:00,352
2880,16271.0,1414.24,4,2011-11-24 12:12:00,15
2881,16272.0,411.7,1,2011-08-15 10:54:00,116
2882,16274.0,357.95,1,2010-12-01 15:35:00,372
2883,16275.0,559.87,1,2011-05-27 12:41:00,196
2884,16276.0,810.6000000000001,1,2011-06-16 09:34:00,176
2885,16278.0,566.38,1,2011-08-31 17:12:00,99
2886,16279.0,1509.58,3,2011-11-18 15:00:00,20
2887,16281.0,2062.06,1,2011-09-28 14:57:00,71
2888,16282.0,168.3,1,2011-01-04 11:42:00,339
2889,16283.0,1570.81,5,2011-12-04 12:08:00,5
2890,16284.0,823.97,2,2011-11-08 16:12:00,30
2891,16287.0,142.5,1,2011-06-23 09:08:00,169
2892,16292.0,302.25,1,2011-08-10 12:24:00,121
2893,16293.0,2248.9900000000002,10,2011-11-18 09:58:00,21
2894,16295.0,1328.55,4,2011-11-30 08:17:00,9
2895,16297.0,301.9,1,2011-03-16 08:29:00,268
2896,16298.0,598.2,3,2011-11-17 11:59:00,22
2897,16302.0,233.22,1,2011-08-05 09:44:00,126
2899,16305.0,361.21999999999997,1,2011-07-24 12:18:00,138
2900,16306.0,632.27,6,2011-05-10 12:12:00,213
2901,16308.0,2560.0,4,2011-11-02 11:24:00,37
2902,16309.0,706.57,2,2011-08-25 15:35:00,105
2903,16311.0,616.26,2,2011-11-22 08:54:00,17
2904,16313.0,274.15000000000003,2,2011-12-06 13:02:00,2
2905,16315.0,226.37,1,2011-01-13 11:57:00,330
2906,16316.0,2938.91,8,2011-10-06 13:48:00,63
2907,16317.0,1341.65,3,2011-08-12 12:46:00,119
2908,16318.0,328.15,1,2011-11-04 13:05:00,34
2909,16319.0,404.40000000000003,1,2011-05-06 11:27:00,217
2910,16320.0,1038.46,2,2011-06-20 15:25:00,171
2911,16321.0,373.65000000000003,5,2011-09-28 14:55:00,71
2912,16322.0,326.75,2,2011-12-08 15:41:00,0
2913,16323.0,207.50000000000003,1,2011-05-27 14:48:00,195
2914,16324.0,428.68,3,2011-08-03 12:58:00,127
2915,16325.0,594.24,3,2011-10-24 08:48:00,46
2918,16330.0,251.91,3,2011-11-22 12:24:00,17
2919,16332.0,1593.2,7,2011-11-11 14:22:00,27
2921,16337.0,151.05,1,2011-11-03 10:03:00,36
2922,16338.0,214.79999999999998,1,2011-07-05 13:56:00,156
2923,16339.0,109.95,1,2011-02-28 13:41:00,283
2924,16340.0,549.07,1,2011-08-24 14:53:00,106
2925,16341.0,1971.87,4,2011-11-15 09:12:00,24
2926,16342.0,322.41,4,2011-09-25 14:36:00,74
2927,16343.0,370.47999999999996,2,2011-11-23 17:45:00,15
2928,16344.0,101.10000000000001,1,2011-07-04 15:50:00,157
2929,16345.0,575.41,1,2011-10-26 16:03:00,43
2930,16347.0,887.65,2,2011-11-28 13:14:00,10
2931,16348.0,1469.45,7,2011-11-07 15:44:00,31
2932,16349.0,53.5,1,2011-02-22 12:40:00,290
2933,16350.0,1116.47,4,2011-11-18 15:53:00,20
2934,16351.0,153.9,1,2011-01-11 10:26:00,332
2935,16352.0,494.44,2,2011-11-22 10:32:00,17
2937,16354.0,395.8,2,2011-10-07 14:28:00,62
2938,16356.0,211.77,3,2011-05-26 11:51:00,197
2939,16357.0,658.88,3,2011-11-06 16:04:00,32
2940,16358.0,2027.5,4,2011-12-08 15:09:00,0
2941,16359.0,1750.92,9,2011-12-02 17:04:00,6
2942,16360.0,3512.53,6,2011-12-05 12:16:00,4
2943,16361.0,896.66,4,2011-11-30 12:32:00,9
2944,16362.0,734.77,5,2011-11-07 13:01:00,31
2945,16363.0,109.36000000000001,1,2011-10-17 14:14:00,52
2946,16364.0,707.04,2,2011-11-28 11:27:00,11
2947,16365.0,1540.42,9,2011-11-22 11:24:00,17
2948,16366.0,327.3,1,2011-11-21 08:19:00,18
2949,16367.0,804.49,2,2011-11-02 13:13:00,36
2950,16368.0,497.43,2,2011-12-07 13:12:00,1
2951,16369.0,1553.66,3,2011-11-21 16:25:00,17
2952,16370.0,1320.56,4,2011-09-18 15:55:00,81
2953,16372.0,367.93,2,2011-11-06 13:08:00,32
2954,16374.0,473.03000000000003,2,2011-10-04 15:21:00,65
2955,16376.0,987.01,2,2011-12-01 11:38:00,8
2956,16377.0,676.2,1,2011-03-17 15:41:00,266
2957,16378.0,362.95,3,2011-04-06 15:07:00,246
2958,16379.0,2157.4,4,2011-12-05 15:38:00,3
2959,16380.0,1780.59,1,2011-10-09 15:40:00,60
2960,16383.0,668.36,2,2011-09-26 12:45:00,74
2961,16384.0,584.5,2,2011-09-11 11:19:00,89
2962,16385.0,555.89,3,2011-10-10 13:12:00,59
2963,16386.0,317.2,2,2011-11-11 12:28:00,28
2964,16387.0,94.36,1,2011-01-21 11:34:00,322
2965,16389.0,1382.07,4,2011-10-17 14:41:00,52
2966,16392.0,221.19,1,2011-03-15 12:11:00,269
2968,16394.0,1555.34,5,2011-10-14 09:48:00,56
2969,16395.0,1486.9,5,2011-10-10 12:50:00,60
2970,16398.0,1705.8,2,2011-07-08 15:16:00,153
2971,16399.0,408.57,2,2011-11-20 16:12:00,18
2972,16400.0,303.93,1,2011-09-06 12:27:00,94
2974,16402.0,299.6,2,2011-03-20 12:25:00,264
2975,16403.0,177.5,1,2011-01-31 13:39:00,311
2976,16404.0,443.05,1,2011-09-30 14:55:00,69
2977,16405.0,167.25,2,2011-02-10 15:24:00,301
2978,16406.0,163.07,1,2011-11-21 11:57:00,18
2979,16407.0,2126.93,10,2011-11-27 11:05:00,12
2980,16409.0,2028.88,5,2011-11-03 16:45:00,35
2981,16411.0,214.65,2,2011-11-20 13:23:00,18
2982,16412.0,151.83,1,2011-10-17 12:35:00,53
2983,16413.0,262.2,1,2011-10-14 12:08:00,56
2984,16414.0,126.25,2,2011-11-18 09:42:00,21
2985,16415.0,210.35,1,2011-10-26 13:35:00,43
2986,16416.0,1051.4,3,2011-11-13 12:50:00,26
2987,16418.0,675.27,3,2011-10-26 12:39:00,44
2988,16419.0,972.23,6,2011-08-19 12:33:00,112
2990,16423.0,346.12,1,2011-11-15 09:21:00,24
2991,16424.0,133.56,1,2011-06-01 13:40:00,190
2992,16425.0,302.7,1,2011-02-10 14:30:00,301
2993,16426.0,1908.25,10,2011-12-07 14:01:00,1
2994,16427.0,241.06,2,2011-03-21 17:10:00,262
2995,16429.0,284.55,1,2011-08-25 13:54:00,105
2996,16430.0,300.85,1,2011-10-13 14:47:00,56
2997,16431.0,642.81,3,2011-05-10 14:09:00,212
2998,16432.0,287.4,1,2011-10-06 13:59:00,63
2999,16433.0,184.26,1,2011-11-11 14:09:00,27
3000,16434.0,1522.25,7,2011-11-10 14:28:00,28
3001,16438.0,798.35,5,2011-12-04 10:51:00,5
3002,16440.0,3640.67,5,2011-12-02 12:02:00,7
3003,16441.0,381.2,2,2011-10-03 17:48:00,66
3004,16442.0,616.79,3,2011-12-08 11:43:00,1
3005,16444.0,654.67,4,2011-10-24 13:50:00,45
3006,16445.0,230.51,1,2011-11-06 12:32:00,33
3008,16447.0,259.01,1,2011-07-27 12:45:00,135
3009,16448.0,188.89000000000001,1,2011-05-25 16:28:00,197
3010,16449.0,707.69,2,2011-05-26 10:25:00,197
3011,16450.0,311.92,1,2011-07-13 11:47:00,149
3012,16451.0,266.97,1,2011-09-13 09:17:00,87
3013,16454.0,6.9,2,2011-10-26 11:40:00,44
3014,16455.0,1841.18,7,2011-10-07 12:17:00,63
3015,16456.0,2158.37,5,2011-09-01 13:50:00,98
3016,16457.0,208.36,1,2011-05-05 13:19:00,217
3018,16460.0,814.72,3,2011-11-11 13:46:00,27
3019,16461.0,151.42,1,2011-06-15 12:07:00,177
3020,16462.0,136.0,3,2011-09-27 10:24:00,73
3021,16463.0,1422.4,4,2011-11-18 14:01:00,20
3022,16464.0,1314.68,3,2011-11-20 12:11:00,19
3023,16466.0,1603.46,7,2011-11-06 11:35:00,33
3024,16468.0,74.9,1,2011-09-26 14:13:00,73
3025,16469.0,650.43,4,2011-11-16 12:25:00,23
3026,16470.0,762.39,4,2011-10-19 12:11:00,51
3027,16471.0,223.95000000000002,1,2011-03-10 09:41:00,274
3028,16473.0,316.11,3,2011-06-28 09:10:00,164
3029,16474.0,1871.5,7,2011-12-02 13:02:00,6
3030,16475.0,544.3,4,2011-09-12 14:37:00,87
3031,16477.0,2494.46,7,2011-10-07 09:44:00,63
3032,16478.0,331.0,3,2011-11-14 15:51:00,24
3033,16479.0,300.83,2,2011-11-29 13:40:00,9
3034,16480.0,769.29,1,2011-09-25 11:40:00,75
3035,16482.0,220.62,1,2011-11-24 12:33:00,15
3036,16483.0,139.35,1,2011-05-31 13:08:00,191
3037,16484.0,404.3,2,2011-06-19 12:06:00,173
3038,16485.0,363.65,1,2011-09-23 15:50:00,76
3039,16488.0,498.8,3,2011-11-06 13:42:00,32
3040,16491.0,731.5,1,2011-10-24 10:18:00,46
3041,16493.0,1351.63,4,2011-09-21 11:10:00,79
3042,16494.0,826.53,1,2011-02-16 12:49:00,296
3043,16495.0,684.41,3,2011-12-06 13:20:00,2
3044,16496.0,1599.52,3,2011-12-01 10:31:00,8
3045,16497.0,2965.69,6,2011-10-21 10:55:00,49
3046,16498.0,100.97,2,2011-07-01 15:07:00,160
3047,16499.0,365.45,2,2010-12-14 13:31:00,359
3048,16500.0,400.86,6,2011-12-05 12:04:00,4
3049,16503.0,1431.93,4,2011-08-25 11:46:00,106
3050,16504.0,484.38,1,2011-11-14 15:18:00,24
3051,16505.0,777.6,1,2011-11-08 12:14:00,31
3052,16506.0,90.30000000000001,2,2011-11-20 12:17:00,19
3053,16509.0,363.7,1,2011-02-16 09:25:00,296
3054,16510.0,248.1,1,2010-12-02 13:39:00,371
3055,16511.0,950.26,3,2011-11-18 10:41:00,21
3056,16513.0,874.59,4,2011-12-05 10:18:00,4
3057,16515.0,1627.13,5,2011-10-18 13:10:00,51
3058,16516.0,101.69999999999999,1,2011-11-09 14:59:00,29
3059,16517.0,162.7,1,2011-03-07 13:50:00,276
3060,16518.0,484.32,2,2011-10-09 15:04:00,60
3061,16519.0,215.07999999999998,2,2011-11-14 15:41:00,24
3062,16520.0,1046.57,3,2011-06-06 13:24:00,185
3065,16526.0,290.36,1,2011-06-21 12:02:00,171
3066,16527.0,228.06,1,2011-09-19 16:21:00,80
3067,16528.0,244.41,1,2011-12-06 12:45:00,3
3068,16529.0,455.25,1,2011-06-02 17:23:00,189
3069,16531.0,1244.59,7,2011-11-17 16:29:00,21
3071,16533.0,1095.56,3,2011-11-20 13:08:00,18
3072,16535.0,593.75,1,2011-12-04 15:18:00,4
3073,16536.0,548.97,1,2011-08-21 15:54:00,109
3074,16539.0,1388.81,4,2011-12-07 08:41:00,2
3075,16542.0,119.62,1,2011-10-17 10:47:00,53
3076,16545.0,339.3,1,2011-06-28 10:37:00,164
3077,16546.0,787.15,2,2011-02-22 11:20:00,290
3079,16550.0,2298.97,5,2011-08-23 11:12:00,108
3080,16551.0,922.12,3,2011-09-05 09:38:00,95
3081,16552.0,379.73,2,2011-04-11 10:04:00,242
3083,16554.0,837.1,3,2011-10-28 14:51:00,41
3084,16555.0,285.89,2,2011-11-04 14:31:00,34
3085,16556.0,3313.79,7,2011-10-04 11:36:00,66
3086,16557.0,281.85,2,2011-11-15 14:04:00,23
3088,16560.0,841.41,2,2011-11-13 10:35:00,26
3089,16561.0,511.12,2,2011-12-04 11:50:00,5
3090,16563.0,1077.74,1,2011-10-17 11:51:00,53
3091,16565.0,173.7,1,2010-12-10 15:21:00,363
3092,16566.0,614.66,5,2011-11-24 16:34:00,14
3093,16567.0,865.6,2,2011-05-29 13:57:00,193
3094,16569.0,124.2,1,2011-12-06 15:32:00,2
3096,16571.0,1421.69,3,2011-11-13 11:46:00,26
3097,16572.0,1009.6,3,2011-08-04 16:34:00,126
3098,16573.0,663.61,2,2011-09-16 09:13:00,84
3099,16574.0,451.44,1,2011-09-29 13:39:00,70
3100,16581.0,105.84,1,2011-06-10 10:05:00,182
3101,16582.0,313.62,1,2011-08-18 17:02:00,112
3102,16583.0,233.45,1,2010-12-01 12:03:00,373
3103,16584.0,936.08,2,2011-09-20 13:45:00,79
3104,16586.0,463.95,1,2011-04-05 09:32:00,248
3105,16587.0,225.15,1,2011-04-21 15:51:00,231
3106,16589.0,459.24,3,2011-09-29 14:50:00,70
3107,16591.0,213.5,1,2011-10-02 10:43:00,68
3109,16593.0,330.03,3,2011-10-20 12:41:00,50
3110,16594.0,181.09,1,2011-09-25 14:08:00,74
3111,16595.0,360.16,1,2011-10-09 13:15:00,60
3112,16596.0,250.15,2,2011-11-24 10:02:00,15
3113,16597.0,90.04,1,2011-12-05 15:44:00,3
3114,16598.0,145.04999999999998,1,2011-02-27 11:42:00,285
3115,16600.0,813.52,6,2011-12-05 16:00:00,3
3116,16601.0,244.79999999999998,1,2011-10-30 11:09:00,40
3117,16602.0,528.08,1,2011-11-03 15:54:00,35
3118,16603.0,482.47,2,2011-09-26 10:06:00,74
3121,16610.0,75.66,1,2011-05-04 13:13:00,218
3122,16611.0,129.49,1,2011-06-06 15:46:00,185
3123,16612.0,1187.66,4,2011-11-07 07:38:00,32
3124,16613.0,618.59,1,2011-09-30 15:52:00,69
3125,16614.0,506.19,1,2011-06-10 11:36:00,182
3126,16616.0,500.42,2,2011-11-24 16:31:00,14
3127,16617.0,151.85,1,2011-04-18 10:35:00,235
3128,16618.0,2647.59,5,2011-11-08 13:52:00,30
3129,16619.0,226.21,1,2011-03-21 08:18:00,263
3130,16620.0,178.96,2,2011-12-06 12:19:00,3
3131,16621.0,813.48,4,2011-10-19 11:38:00,51
3132,16623.0,129.45,1,2011-04-08 10:09:00,245
3133,16624.0,810.5699999999999,2,2011-09-20 12:39:00,80
3134,16625.0,333.08,1,2011-03-10 12:50:00,274
3136,16627.0,322.8,1,2011-09-21 14:38:00,78
3137,16628.0,2188.05,5,2011-11-10 12:45:00,29
3138,16629.0,417.73,2,2011-09-27 10:34:00,73
3139,16633.0,2883.1,6,2011-11-22 13:41:00,16
3140,16634.0,217.9,2,2011-05-01 12:09:00,222
3141,16637.0,1154.47,4,2011-11-07 13:17:00,31
3142,16638.0,1680.72,10,2011-11-17 11:09:00,22
3143,16639.0,1257.51,3,2011-11-08 13:20:00,30
3144,16641.0,231.10000000000002,1,2011-08-26 12:49:00,105
3145,16642.0,688.33,2,2011-12-05 11:31:00,4
3146,16643.0,487.51,1,2011-04-08 08:24:00,245
3147,16644.0,833.78,2,2011-06-15 12:39:00,177
3148,16647.0,214.06,2,2011-06-23 11:47:00,169
3149,16648.0,290.65999999999997,1,2011-10-28 08:58:00,42
3150,16650.0,518.42,1,2011-09-29 09:51:00,71
3152,16653.0,1212.66,2,2011-11-23 14:51:00,15
3153,16654.0,601.27,4,2011-07-21 15:23:00,140
3156,16657.0,933.62,4,2011-11-30 11:48:00,9
3157,16658.0,123.24,1,2010-12-06 13:47:00,367
3158,16659.0,39.12,1,2011-06-03 15:03:00,188
3159,16660.0,1267.6499999999999,4,2011-11-23 14:53:00,15
3160,16665.0,135.39999999999998,1,2010-12-12 14:03:00,361
3161,16666.0,118.98,1,2011-11-20 14:01:00,18
3162,16667.0,570.13,2,2011-10-02 15:26:00,67
3163,16668.0,306.71999999999997,6,2011-11-24 17:43:00,14
3164,16669.0,1374.8700000000001,3,2011-11-16 12:26:00,23
3166,16671.0,1692.27,3,2011-11-11 13:40:00,27
3168,16674.0,319.61,2,2011-10-16 11:31:00,54
3169,16676.0,1592.1200000000001,4,2011-11-06 12:01:00,33
3171,16679.0,129.75,1,2010-12-08 13:51:00,365
3172,16680.0,183.7,1,2011-10-27 17:35:00,42
3173,16681.0,1770.34,6,2011-09-28 11:11:00,72
3174,16682.0,1028.0,5,2011-12-05 12:13:00,4
3176,16685.0,324.24,2,2011-10-09 13:58:00,60
3177,16686.0,3062.83,7,2011-10-23 13:49:00,46
3178,16688.0,1260.86,4,2011-12-08 15:24:00,0
3179,16689.0,422.59999999999997,2,2011-09-25 11:39:00,75
3180,16690.0,225.57999999999998,2,2011-09-28 15:02:00,71
3181,16692.0,1126.0,2,2011-03-28 14:46:00,255
3182,16693.0,482.01,2,2011-10-02 11:10:00,68
3183,16696.0,657.9000000000001,4,2011-07-27 14:23:00,134
3184,16697.0,112.75,1,2011-04-12 17:12:00,240
3185,16698.0,1998.0,2,2011-04-27 10:52:00,226
3189,16706.0,531.35,3,2011-11-02 13:50:00,36
3190,16708.0,656.63,1,2011-10-25 12:20:00,45
3191,16709.0,3029.87,5,2011-09-16 10:56:00,84
3192,16710.0,2483.04,10,2011-11-20 14:50:00,18
3193,16711.0,1651.03,5,2011-12-06 16:32:00,2
3194,16712.0,3645.43,11,2011-11-30 13:48:00,8
3196,16714.0,1146.53,2,2011-01-26 13:46:00,316
3197,16715.0,301.71999999999997,1,2011-09-22 18:15:00,77
3198,16716.0,901.2,2,2011-03-18 10:03:00,266
3200,16718.0,623.75,1,2010-12-05 13:03:00,368
3201,16719.0,1790.42,7,2011-11-25 09:27:00,14
3202,16720.0,155.24,1,2011-11-13 16:22:00,25
3203,16721.0,292.47,1,2011-03-22 16:08:00,261
3205,16723.0,589.15,2,2011-09-09 13:01:00,90
3206,16725.0,781.02,7,2011-02-10 16:52:00,301
3207,16726.0,1382.02,5,2011-11-13 14:53:00,25
3208,16727.0,272.82,1,2010-12-10 13:48:00,363
3209,16728.0,1054.67,4,2011-10-24 14:36:00,45
3211,16730.0,743.11,3,2011-10-18 14:11:00,51
3212,16732.0,603.75,1,2011-11-08 09:54:00,31
3213,16734.0,650.51,3,2011-10-18 13:44:00,51
3214,16735.0,2300.56,5,2011-09-22 11:49:00,78
3215,16737.0,417.59999999999997,1,2011-10-17 13:03:00,52
3216,16738.0,3.75,1,2011-02-15 09:46:00,297
3217,16739.0,323.0,1,2011-06-16 09:17:00,176
3218,16742.0,464.9,1,2011-10-24 12:02:00,46
3219,16743.0,2238.09,7,2011-11-10 13:13:00,28
3220,16744.0,1304.76,7,2011-11-28 13:06:00,10
3223,16747.0,836.06,2,2011-11-02 11:37:00,37
3224,16748.0,1515.9,5,2011-11-22 10:17:00,17
3225,16750.0,623.93,5,2011-10-26 12:48:00,44
3226,16751.0,1764.72,1,2011-11-09 10:48:00,30
3227,16752.0,207.5,1,2010-12-02 12:18:00,372
3228,16753.0,223.92000000000002,1,2011-10-12 13:14:00,57
3229,16754.0,2002.4,1,2010-12-02 17:38:00,371
3230,16755.0,1496.83,3,2011-08-17 13:21:00,113
3231,16756.0,239.4,1,2011-05-09 09:33:00,214
3232,16757.0,106.83000000000001,1,2011-01-25 11:59:00,318
3233,16758.0,369.34000000000003,1,2011-10-05 14:47:00,64
3234,16759.0,789.79,3,2011-12-02 12:42:00,7
3235,16761.0,316.62,1,2011-09-04 11:15:00,96
3236,16762.0,1501.38,3,2011-11-20 11:43:00,19
3237,16763.0,611.85,1,2011-05-25 11:52:00,198
3239,16765.0,34.0,1,2011-02-18 15:41:00,293
3240,16766.0,1145.6,2,2011-03-11 15:22:00,272
3242,16768.0,478.09000000000003,3,2011-10-23 10:38:00,47
3243,16769.0,380.39,1,2011-03-24 13:41:00,259
3244,16770.0,770.1,5,2011-10-13 12:21:00,57
